,0
1231,0
1232,1
1233,1
1234,1
1235,0
1236,1
1237,1
1238,1
1239,1
1240,1
1241,1
1242,1
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,0
1251,1
1252,1
1253,1
1254,0
1255,1
1256,1
1257,1
1258,0
1259,0
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,0
1267,1
1268,1
1269,1
1270,0
1271,1
1272,1
1273,0
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1281,1
1282,0
1283,1
1284,1
1285,1
1286,1
1287,1
1288,0
1289,0
1290,0
1291,0
1292,1
1293,1
1294,0
1295,0
1296,1
1297,1
1298,1
1299,1
1300,1
1301,0
1302,1
1303,0
1304,0
1305,1
1306,1
1307,1
1308,1
1309,1
1310,1
1311,0
1312,1
1313,1
1314,0
1315,1
1316,1
1317,0
1318,1
1319,0
1320,1
1321,0
1322,1
1323,1
1324,1
1325,0
1326,1
1327,1
1328,1
1329,1
1330,1
1331,1
1332,1
1333,1
1334,1
1335,1
1336,0
1337,0
1338,1
1339,1
1340,1
1341,1
1342,1
1343,1
1344,1
1345,1
1346,0
1347,1
1348,0
1349,1
1350,0
1351,1
1352,1
1353,1
1354,0
1355,1
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,1
1363,0
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,0
1374,0
1375,0
1376,0
1377,1
1378,0
1379,0
1380,0
1381,0
1382,0
1383,0
1384,1
1385,1
1386,0
1387,0
1388,1
1389,0
1390,1
1391,1
1392,1
1393,1
1394,1
1395,0
1396,1
1397,1
1398,1
1399,1
1400,0
1401,1
1402,1
1403,1
1404,1
1405,0
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,0
1413,1
1414,1
1415,1
1416,0
1417,1
1418,1
1419,0
1420,1
1421,1
1422,0
1423,1
1424,1
1425,0
1426,1
1427,1
1428,0
1429,0
1430,1
1431,1
1432,1
1433,0
1434,1
1435,0
1436,1
1437,1
1438,1
1439,0
1440,0
1441,1
1442,0
1443,0
1444,0
1445,1
1446,1
1447,1
1448,0
1449,0
1450,0
1451,0
1452,1
1453,1
1454,0
1455,1
1456,1
1457,0
1458,1
1459,1
1460,0
1461,1
1462,1
1463,1
1464,0
1465,1
1466,1
1467,0
1468,0
1469,1
1470,1
1471,0
1472,0
1473,1
1474,1
1475,1
1476,0
1477,0
1478,0
1479,1
1480,0
1481,1
1482,0
1483,0
1484,1
1485,1
1486,1
1487,0
1488,0
1489,0
1490,1
1491,0
1492,1
1493,1
1494,1
1495,1
1496,1
1497,1
1498,0
1499,1
1500,1
1501,1
1502,1
1503,0
1504,0
1505,1
1506,1
1507,1
1508,0
1509,1
1510,1
1511,1
1512,0
1513,0
1514,1
1515,0
1516,0
1517,1
1518,1
1519,1
1520,1
1521,0
1522,0
1523,1
1524,1
1525,0
1526,0
1527,1
1528,1
1529,0
1530,1
1531,1
1532,1
1533,1
1534,1
1535,0
1536,0
1537,1
1538,1
1539,1
1540,1
1541,1
1542,1
1543,1
1544,1
1545,0
1546,1
1547,0
1548,1
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,1
1557,1
1558,1
1559,0
1560,1
1561,1
1562,0
1563,1
1564,1
1565,1
1566,1
1567,1
1568,0
1569,1
1570,0
1571,1
1572,0
1573,1
1574,1
1575,1
1576,0
1577,1
1578,0
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,0
1590,1
1591,1
1592,1
1593,0
1594,0
1595,1
1596,1
1597,0
1598,0
1599,1
1600,1
1601,0
1602,1
1603,1
1604,1
1605,0
1606,1
1607,1
1608,1
1609,0
1610,0
1611,1
1612,0
1613,1
1614,1
1615,1
1616,1
1617,1
1618,0
1619,1
1620,1
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,0
1628,1
1629,0
1630,1
1631,0
1632,0
1633,1
1634,1
1635,1
1636,0
1637,0
1638,1
1639,1
1640,0
1641,1
1642,0
1643,1
1644,1
1645,0
1646,1
1647,1
1648,1
1649,0
1650,1
1651,0
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,1
1659,0
1660,1
1661,1
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,1
1669,1
1670,1
1671,1
1672,0
1673,1
1674,0
1675,1
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,1
1683,1
1684,1
1685,1
1686,1
1687,0
1688,1
1689,1
1690,1
1691,1
1692,1
1693,1
1694,0
1695,1
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,1
1703,1
1704,1
1705,0
1706,1
1707,1
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0
1714,1
1715,1
1716,1
1717,1
1718,1
1719,0
1720,0
1721,0
1722,0
1723,1
1724,0
1725,1
1726,0
1727,1
1728,0
1729,0
1730,1
1731,1
1732,1
1733,1
1734,1
1735,0
1736,1
1737,1
1738,1
1739,0
1740,0
1741,1
1742,1
1743,1
1744,1
1745,1
1746,0
1747,0
1748,0
1749,1
1750,1
1751,1
1752,1
1753,1
1754,1
1755,0
1756,1
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,1
1764,0
1765,0
1766,1
1767,0
1768,0
1769,0
1770,1
1771,1
1772,1
1773,0
1774,0
1775,1
1776,1
1777,0
1778,1
1779,0
1780,0
1781,0
1782,1
1783,1
1784,1
1785,1
1786,1
1787,1
1788,1
1789,0
1790,1
1791,1
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,1
1800,0
1801,1
1802,1
1803,1
1804,0
1805,1
1806,1
1807,1
1808,1
1809,0
1810,1
1811,1
1812,1
1813,1
1814,0
1815,1
1816,1
1817,1
1818,0
1819,1
1820,1
1821,1
1822,1
1823,0
1824,1
1825,0
1826,0
1827,1
1828,1
1829,1
1830,1
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,0
1838,1
1839,0
1840,1
1841,0
1842,1
1843,0
1844,1
1845,1
1846,0
1847,1
1848,1
1849,1
1850,1
1851,1
1852,0
1853,0
1854,1
1855,1
1856,1
1857,1
1858,1
1859,0
1860,0
1861,0
1862,0
1863,1
1864,1
1865,1
1866,1
1867,1
1868,1
1869,0
1870,0
1871,1
1872,1
1873,0
1874,1
1875,0
1876,0
1877,1
1878,0
1879,1
1880,0
1881,1
1882,1
1883,1
1884,1
1885,1
1886,1
1887,0
1888,1
1889,0
1890,1
1891,0
1892,1
1893,1
1894,1
1895,0
1896,0
1897,0
1898,1
1899,1
1900,0
1901,1
1902,1
1903,1
1904,1
1905,0
1906,1
1907,0
1908,1
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,1
1916,1
1917,0
1918,1
1919,1
1920,0
1921,1
1922,1
1923,1
1924,0
1925,1
1926,0
1927,1
1928,1
1929,0
1930,1
1931,1
1932,1
1933,1
1934,0
1935,0
1936,1
1937,1
1938,1
1939,1
1940,0
1941,1
1942,1
1943,1
1944,0
1945,1
1946,1
1947,1
1948,1
1949,0
1950,0
1951,0
1952,0
1953,1
1954,1
1955,1
1956,1
1957,1
1958,0
1959,0
1960,1
1961,1
1962,1
1963,1
1964,1
1965,0
1966,1
1967,1
1968,0
1969,1
1970,1
1971,1
1972,1
1973,0
1974,0
1975,0
1976,0
1977,1
1978,1
1979,0
1980,1
1981,1
1982,0
1983,1
1984,1
1985,1
1986,0
1987,0
1988,0
1989,0
1990,1
1991,1
1992,1
1993,1
1994,1
1995,1
1996,1
1997,1
1998,1
1999,0
2000,0
2001,1
2002,1
2003,1
2004,0
2005,0
2006,1
2007,1
2008,0
2009,1
2010,0
2011,1
2012,0
2013,0
2014,1
2015,0
2016,0
2017,1
2018,1
2019,0
2020,0
2021,0
2022,0
2023,1
2024,0
2025,0
2026,1
2027,1
2028,0
2029,1
2030,1
2031,1
2032,0
2033,1
2034,1
2035,1
2036,1
2037,0
2038,0
2039,1
2040,0
2041,1
2042,0
2043,1
2044,0
2045,0
2046,0
2047,1
2048,1
2049,1
2050,0
2051,1
2052,1
2053,1
2054,0
2055,0
2056,1
2057,1
2058,0
2059,1
2060,1
2061,0
2062,0
2063,0
2064,0
2065,1
2066,1
2067,1
2068,1
2069,1
2070,0
2071,1
2072,0
2073,1
2074,1
2075,1
2076,1
2077,1
2078,1
2079,0
2080,1
2081,1
2082,1
2083,1
2084,0
2085,1
2086,1
2087,1
2088,0
2089,0
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,1
2098,1
2099,0
2100,1
2101,0
2102,1
2103,0
2104,1
2105,1
2106,1
2107,1
2108,1
2109,1
2110,0
2111,0
2112,1
2113,1
2114,1
2115,1
2116,0
2117,0
2118,1
2119,1
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,0
2128,1
2129,1
2130,1
2131,1
2132,1
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,0
2140,0
2141,0
2142,1
2143,0
2144,1
2145,0
2146,1
2147,1
2148,1
2149,0
2150,0
2151,1
2152,1
2153,1
2154,1
2155,1
2156,0
2157,0
2158,0
2159,1
2160,1
2161,0
2162,1
2163,0
2164,1
2165,0
2166,1
2167,1
2168,1
2169,1
2170,1
2171,1
2172,0
2173,0
2174,1
2175,1
2176,1
2177,1
2178,1
2179,1
2180,1
2181,1
2182,1
2183,0
2184,1
2185,1
2186,0
2187,1
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,1
2195,0
2196,0
2197,1
2198,0
2199,1
2200,1
2201,1
2202,1
2203,0
2204,0
2205,1
2206,0
2207,0
2208,1
2209,1
2210,1
2211,1
2212,0
2213,0
2214,0
2215,0
2216,0
2217,1
2218,1
2219,0
2220,1
2221,1
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,1
2229,0
2230,1
2231,0
2232,1
2233,1
2234,1
2235,1
2236,1
2237,0
2238,1
2239,0
2240,1
2241,0
2242,1
2243,0
2244,1
2245,0
2246,1
2247,1
2248,1
2249,1
2250,0
2251,1
2252,1
2253,0
2254,1
2255,1
2256,1
2257,1
2258,1
2259,1
2260,1
2261,1
2262,1
2263,1
2264,1
2265,1
2266,1
2267,0
2268,0
2269,0
2270,0
2271,0
2272,1
2273,1
2274,1
2275,0
2276,1
2277,0
2278,0
2279,1
2280,1
2281,0
2282,0
2283,1
2284,1
2285,1
2286,1
2287,1
2288,1
2289,1
2290,1
2291,0
2292,1
2293,1
2294,1
2295,0
2296,0
2297,1
2298,1
2299,1
2300,0
2301,1
2302,0
2303,1
2304,0
2305,1
2306,1
2307,1
2308,0
2309,1
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,1
2325,1
2326,0
2327,0
2328,1
2329,0
2330,1
2331,0
2332,0
2333,1
2334,0
2335,1
2336,1
2337,1
2338,1
2339,0
2340,1
2341,0
2342,1
2343,0
2344,1
2345,1
2346,1
2347,1
2348,1
2349,0
2350,1
2351,1
2352,0
2353,0
2354,0
2355,1
2356,1
2357,0
2358,0
2359,0
2360,1
2361,0
2362,0
2363,1
2364,0
2365,1
2366,1
2367,1
2368,0
2369,0
2370,1
2371,1
2372,1
2373,0
2374,1
2375,1
2376,1
2377,0
2378,1
2379,0
2380,1
2381,1
2382,1
2383,1
2384,0
2385,0
2386,1
2387,0
2388,0
2389,1
2390,1
2391,1
2392,1
2393,1
2394,1
2395,1
2396,1
2397,1
2398,0
2399,1
2400,1
2401,0
2402,1
2403,1
2404,1
2405,1
2406,1
2407,1
2408,0
2409,1
2410,1
2411,1
2412,0
2413,1
2414,0
2415,1
2416,0
2417,1
2418,0
2419,1
2420,1
2421,0
2422,1
2423,1
2424,0
2425,1
2426,0
2427,1
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,0
2435,0
2436,1
2437,1
2438,0
2439,1
2440,0
2441,0
2442,0
2443,1
2444,0
2445,0
2446,0
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,1
2454,1
2455,1
2456,0
2457,1
2458,1
2459,1
2460,0
2461,1
2462,1
2463,1
2464,0
2465,0
2466,1
2467,1
2468,1
2469,1
2470,1
2471,1
2472,0
2473,0
2474,0
2475,1
2476,1
2477,0
2478,1
2479,1
2480,1
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,0
2488,0
2489,1
2490,1
2491,1
2492,1
2493,0
2494,0
2495,1
2496,0
2497,0
2498,1
2499,0
2500,1
2501,1
2502,0
2503,0
2504,0
2505,1
2506,1
2507,1
2508,1
2509,1
2510,0
2511,1
2512,1
2513,1
2514,0
2515,0
2516,0
2517,1
2518,1
2519,0
2520,1
2521,1
2522,1
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,1
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,0
2540,1
2541,1
2542,1
2543,1
2544,1
2545,0
2546,1
2547,1
2548,1
2549,1
2550,1
2551,1
2552,1
2553,1
2554,0
2555,0
2556,1
2557,1
2558,1
2559,0
2560,1
2561,0
2562,0
2563,1
2564,1
2565,1
2566,0
2567,1
2568,1
2569,1
2570,1
2571,1
2572,1
2573,1
2574,0
2575,0
2576,1
2577,0
2578,1
2579,0
2580,1
2581,1
2582,1
2583,0
2584,0
2585,1
2586,1
2587,1
2588,1
2589,0
2590,1
2591,0
2592,1
2593,0
2594,1
2595,0
2596,0
2597,0
2598,1
2599,1
2600,0
2601,1
2602,1
2603,1
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,0
2617,1
2618,1
2619,0
2620,1
2621,1
2622,0
2623,1
2624,0
2625,1
2626,1
2627,0
2628,1
2629,0
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,1
2637,1
2638,1
2639,0
2640,0
2641,1
2642,0
2643,1
2644,1
2645,1
2646,1
2647,1
2648,1
2649,0
2650,0
2651,1
2652,1
2653,1
2654,1
2655,0
2656,0
2657,1
2658,0
2659,1
2660,0
2661,1
2662,0
2663,1
2664,1
2665,1
2666,1
2667,1
2668,1
2669,1
2670,0
2671,1
2672,0
2673,1
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,1
2681,0
2682,1
2683,0
2684,0
2685,0
2686,0
2687,1
2688,0
2689,1
2690,1
2691,1
2692,0
2693,1
2694,1
2695,1
2696,1
2697,1
2698,1
2699,0
2700,1
2701,1
2702,0
2703,1
2704,1
2705,1
2706,1
2707,1
2708,1
2709,0
2710,0
2711,1
2712,0
2713,1
2714,0
2715,1
2716,1
2717,0
2718,1
2719,1
2720,0
2721,0
2722,0
2723,1
2724,1
2725,1
2726,1
2727,0
2728,0
2729,0
2730,1
2731,1
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,1
2739,1
2740,1
2741,1
2742,0
2743,1
2744,1
2745,0
2746,0
2747,0
2748,1
2749,0
2750,1
2751,1
2752,0
2753,1
2754,1
2755,0
2756,0
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,0
2764,1
2765,1
2766,1
2767,1
2768,0
2769,1
2770,1
2771,0
2772,0
2773,0
2774,1
2775,0
2776,1
2777,1
2778,1
2779,1
2780,1
2781,1
2782,1
2783,1
2784,1
2785,1
2786,1
2787,1
2788,1
2789,1
2790,0
2791,1
2792,0
2793,1
2794,0
2795,1
2796,0
2797,1
2798,0
2799,0
2800,1
2801,0
2802,1
2803,1
2804,1
2805,1
2806,1
2807,0
2808,0
2809,0
2810,1
2811,1
2812,1
2813,1
2814,0
2815,0
2816,1
2817,1
2818,1
2819,0
2820,0
2821,0
2822,1
2823,0
2824,0
2825,0
2826,1
2827,1
2828,1
2829,0
2830,0
2831,1
2832,0
2833,1
2834,1
2835,1
2836,0
2837,0
2838,0
2839,1
2840,0
2841,1
2842,0
2843,0
2844,0
2845,1
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,1
2858,0
2859,0
2860,0
2861,1
2862,0
2863,0
2864,0
2865,1
2866,1
2867,0
2868,1
2869,1
2870,0
2871,0
2872,1
2873,1
2874,0
2875,1
2876,1
2877,1
2878,0
2879,1
2880,0
2881,1
2882,1
2883,1
2884,0
2885,1
2886,0
2887,1
2888,0
2889,1
2890,0
2891,1
2892,1
2893,0
2894,1
2895,1
2896,1
2897,1
2898,0
2899,0
2900,0
2901,1
2902,1
2903,0
2904,0
2905,1
2906,0
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,0
2914,1
2915,0
2916,1
2917,0
2918,0
2919,1
2920,1
2921,1
2922,0
2923,1
2924,1
2925,1
2926,0
2927,0
2928,1
2929,1
2930,1
2931,1
2932,1
2933,0
2934,1
2935,1
2936,1
2937,1
2938,1
2939,1
2940,1
2941,0
2942,1
2943,0
2944,1
2945,1
2946,1
2947,1
2948,1
2949,0
2950,1
2951,1
2952,0
2953,0
2954,0
2955,1
2956,0
2957,1
2958,1
2959,1
2960,1
2961,0
2962,0
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,1
2970,1
2971,1
2972,1
2973,1
2974,1
2975,0
2976,1
2977,0
2978,1
2979,1
2980,1
2981,1
2982,0
2983,1
2984,0
2985,0
2986,1
2987,0
2988,1
2989,1
2990,0
2991,1
2992,1
2993,1
2994,1
2995,1
2996,1
2997,1
